Korean,English
알렸어,I informed you
가족이죠,It's a family
졸업을,Graduate
관계의,Relationship
헛소리가,The bullshit
참전,War
되어있지,It is
안났어,I didn't
가능하겠지,It will be possible
들어가자고,Let's go in
여러분들과,With you
생일파티,birthday party
두렵다,afraid
났네요,I was
좋을겁니다,It would be nice
손안에,In hand
토모나가,Tomonaga
데려가려,To take it
자신만,Only
킹스랜딩의,King's Landing
그녀만,She alone
알아서들,Know
설립자,founder
들리게,Can be heard
다녀오셨어요,You have been there
루시퍼랑,Lucifer
전설은,The legend
받아야만,It must be accepted
모욕했어,I was insulted
만들었거든,I made it
브루투스,Brutus
책임자야,Responsibility
기른,Grown
사용해야,Should use
삼은,Forced
괜찮어,It’s okay
옥스퍼드,Oxford
고르게,evenly
꿈이었어,It was a dream
쫓아갈,Chase
자연이,Nature
차네,Charine
지어내는,Built
sands는,SANDS
헤매는,Wandering
내려오라고,Come down
무리들이,Docks
한다는게,That
후보는,Candidate
의사였어요,I was a doctor
준비완료,Ready
만들도록,To make it
발작이야,It's a seizure
메기를,Catfish
때매,Time
천천히요,Slowly
입이나,Mouth
불리죠,It's called
낡아빠진,Old -fashioned
문신은,Tattoo
말랬잖아요,I told you
소파를,Sofa
덴버로,Denvero
무엇인가요,What is it
현재까지,Up to now
형네,Brother -in -law
사용하기,Use
캠프는,Camp
외과의들은,Surgery
말씀이십니까,Are you talking
유산은,Legacy
스스로에,Themselves
입자가속기,Particle accelerator
바이러스로,Virus
시작됐죠,It started
커즈,Kurz
통하고,Through
본능에,Instinct
우주복,space suit
87번,87
찍는데,I shoot
엄청나네,It's huge
은혜,favor
해다오,Hadao
드렸죠,I gave it
투쟁,fight
다른데로,Elsewhere
악마처럼,Like the devil
고압,High pressure
바쁩니다,I'm busy
위생,hygiene
자살했어요,I committed suicide
드러낼,Exposure
정도였어,It was enough
사랑하니까요,Because I love you
페리보트,Ferry boat
보스야,Boss
남아있던,Remaining
이해해주세요,Please understand
부산,busan
똑똑하잖아,Smart
2층에서,On the second floor
뭐냐구,What is it
저사람들,Those
일하시는,Working
안나는데,It doesn't go
밸런타인,Valentine
배액관을,Discussion tube
자매의,Sister
좋으실,Good
소나무,pine tree
이자들은,Interests
남자라,Man
말타고,Ride
캐시를,Cash
먹니,Eaten
만나볼,Meet the meeting
접촉하지,Not contact
약속에,On the promise
지경까지,Uponly
킴이,Kimi
비티,Bitty
백신이,Vaccine
갈데가,Galga
겨를이,Teeth
만들어야죠,I have to make it
보낼까,Should I send it
느낌이었어요,I felt it
못오게,Unparalleled
비앙카,Bianca
전하지,Convex
확인하면,When confirmed
없나봐요,I think there is no
셀카를,Selfie
하는거고,Do it
걸었다,I walked
새다,leak
태어나지도,Born
쉘리,Shelly
우후라,Uhura
구해주고,Save
초대하는,Invited
양배추,cabbage
떠올라서,In mind
배우자가,Spouse
온건가,Moderate
받으면서,While receiving
위험성을,Risk
원하니,I want it
분야는,In the field
삼류,Third -class
크랜베리,Cranberry
선택권은,The option is
형벌을,Punishment
못들었어요,I couldn't hear it
쿠키에게,To cookies
운명이라고,Destiny
안된다구,No
장착,mounting
잡는다고,Catch
다름없죠,It's like
로이는,Royy
세바스챤,Sebastian
티리온이,Tyrioni
만들잖아,Make it
에런,Aaron
쫓겨,Kicked
한걸음,step
난거죠,I am
카드도,Card
돕기위해,To help
커다랗고,Big
건드려서,Touched
살아있음을,Living
일등석,First class
명에,In the name
기둥에,Pillar
골목으로,In the alley
매니큐어,manicure
만들어봐,Make it
아니였다면,If not
경비원은,The guard
전화왔어,Call came
운동이,Exercise
났대,I got it
랭스턴,Langston
겁먹어서,I was scared
받던,Received
엎드리라고,I'm going to lie down
가난하게,Poorly
이상인,Ideal
날들을,Days
벌어지면,When it happens
베가스에,Vegas
비장이,Spleen
외과적,Surgical
산사는,Sansa
정직,Honest
협조하는,Cooperative
길이의,Long
똥같은,Shit
뭘하는지,What to do
떠벌리고,Big
해주니까,Because you do it
총력을,All power
잊지말고,Don't forget
제니퍼가,Jennifer
당나귀,Donkey
지구에서는,On Earth
원하십니다,I want
안경은,Glasses
블랙홀에,In the black hole
걷잡을,Grab
베키가,Becky
총알로,Bullet
안녕히가세요,goodbye
캠을,Cam
불러라,Call
스피디,Speedy
합류한,Joining
미래와,Future and
찾아왔다,Came
책임져,Responsible
왕도,Royal road
싶으실,I want to
수시로,frequently
늑골,rib
효진이,Hyojin
적수가,Enemy
장비들이,Equipment
악화시키지,It worsens
여정에,On the journey
친절히,Kindly
가짜가,Fake
열어줄래,Can you open it
긴히,Long
안그랬어,I didn't
있었던게,What happened
믿을거야,I will believe it
있었구만,There was only
데릭하고,Derek
탐색,quest
긴장해,Nervous
옷에서,In clothes
튜브에,To the tube
질소,nitrogen
양초,candle
오기만,Come
말했다구요,I said
여자거든,Woman
전화기도,Prayer
떠올라요,I think
말씀드렸죠,I told you
건축가가,Architect
발렌타인이,Valentine
육아,parenting
파이잘,Piezal
태아는,The fetus
출동해,Dispatched
생일이에요,Birthday
이이는,Lee is
감안하면,Considering
동반자가,Companion
힘들겠다,it should be hard
쫓겨나,Kick
가정방문,Home visit
메디슨,Madison
슈퍼마켓,supermarket
딸이니까,Because I am a daughter
목숨걸고,Risk
있을거란,Will there be
흘러가는,Flowing
별로라고,Not good
하기만,Only
모호한,ambiguous
적응하는,Adaptive
3차원,3D
무례를,Rudeness
저장해,Save
만찬,feast
쟈스민,Jasmine
ipo를,IPO
별빛,Starlight
평가는,The evaluation
아이구나,Oh my
잡도록,To be
돌았냐,Did you turn around
철거,Demolition
따라왔어요,I followed
요새에서,In the fortress
해안가에,On the coast
몸집이,Tie
좋겠고,I wish
신기록을,New record
우정,friendship
오렌지색,orange color
가자고요,Let's go
시모네,Shimone
일부만,Part
남쪽의,South
봉,pole
믿으며,Believing
의미해,Meaning
목숨에,In life
창녀와,With the prostitute
기도해야,Prayer
복수도,Revenge
스타야,Star
잘했구나,You did well
그분들을,They
지분,share
떠나는걸,Leaving
투로,Turro
괴물들은,Monsters
가본적,I have been there
갤럭사,Galaxy
쉬었다가,Rest
소속입니다,I belong
않든,Not
군복,Military uniform
눌렀어,Pressed
인간에겐,For humans
무수히,Countlessly
사탄은,Satan
안타깝다,Regretful
참기,Endure
나을거,It will be better
광대를,Clown
수십만,Hundreds of thousands
끝이네,It's over
팔자가,Sell
관객들이,The audience
업타운,Uptown
찾아줄,Forth
경고가,Warning
생각이군요,I think
지키겠다고,I will keep it
가득합니다,Full
중지하라,Stop stop
점심이,Lunch
홈즈를,Holmes
놀랄걸,Surprise
라이스,Rice
캐피톨의,Capitol
많겠지,There must be a lot
데려갔지,I took it
반란이,Rebellion
위험성이,Risk
별소릴,Star
소유할,Own
아프간에서,In Afghanistan
들어가렴,In
오빨,Suck
잿더미가,Ash
지노,Gino
말했더니,I told you
기회조차,Even opportunities
감염될,Infected
경고다,Warn
오셨군,You are
느낌인데,I feel it
공격하려,To attack
깔아,Laid
라과디아,Laudia
다혜씨,Dahye
아무거나요,Anything
올라오지,Come up
멈추시오,Stop
보금자리를,Bogeum
티아나가,Tiana
벌레처럼,Like a worm
투석을,Dialysis
비싸고,Expensive
블레이크가,Blake
관여할,To be involved
안정적으로,Stably
200미터,200 meters
설계,design
열어줄,Open to open
같은지,The same
동풍이,East wind
전철을,Train
개에게,To the dog
감사하네,Thank you
yvonne이,yvonne
안전장치를,Safety device
여호와의,Jehovah
아껴요,Save it
돌아왔으니,I'm back
정신병원에서,In a mental hospital
냄비,pot
떠나죠,Leave
광대한,Vast
거절하는,Rejected
지으면,If it is built
엉망진창이야,It's a mess
말이유,Reasons
아버지다,Father
큰일날,Big day
이름표,nameplate
부상의,Injured
레지던트들을,Residency
애미,mother
전쟁도,War
카를로스는,Carlos
가치에,Value
지원자가,Applicant
스튜어트는,Stewart
척만,Chuck only
실적이,Earnings
시니어,senior
바닥의,Flooring
된겁니다,It was
보기라도,Even
되겠냐,Will it be
이전엔,Before
극복하고,Overcoming
혐의는,The charges
하셔서요,I do it
질투의,Jealous
동족을,Citizens
민우씨,Minwoo
모실까요,Would you like to serve
사람들은요,People
바이탈이,Vital
전구,bulb
번이,Bunny
음식이나,Food or
헛소릴,Vanity
래요,Raise
정도였죠,It was enough
한국에서,in korea
말하실,Saying
갔다와,I went
이거라도,Even this
알아보겠습니다,Let's find out
외출을,Going out
보낸다면,If you send it
장식이,Decorative
그러신,So
상당수가,Many
절정에,Climax
여동생이야,My sister
두시오,Do it
넣었고,I put it in
높이가,Height
수술들을,Surgery
주거,dwelling
갔겠지,I must have gone
형제처럼,Like brother
네이비,Navy
자나,Mana
잘못으로,Wrongly
혈청을,Serum
경찰관님,Police officer
멍청이는,Stupid
막이,Mak
말콤은,Malcolm
좋았겠지만,It would have been nice
했었는지,Was it
만들어도,Even if you make it
팬들에게,To fans
헤어지자,Let's break up
모실게요,I will serve you
감방을,Prison
상인,merchant
검사로,By prosecutor
샌드위치는,Sandwich
그러던가,Is it
흘러도,Even if it flows
화해할,To reconcile
대량으로,In large quantities
다녀와서,I went to
키라를,Kira
차량의,Vehicle
그럴꺼야,It will
참견하지,Not interfering
이곳까지,To this place
보충,supplement
데드,Dead
프랑코,Franco
1982년,1982
아인은,Ain
놓친게,Missed
박사님과,Dr.
건축가,architect
아인의,Ain
지장,Jealous
마다라메,Madarame
브레이크가,Brake
사실들을,Facts
기어코,Gearco
어딨다고,Where is it
주장에,In the claim
굴러가는,Rolling
일상이,Everyday
손이야,It's a hand
질꺼야,I will lose
증거에,In evidence
확률도,Probability
보모를,Nanny
프롤린,Proline
저두,Bip
놔도,Even
되리라,It will be
선택입니다,It is a choice
배제하고,Excluded
적들의,Enemy
해달란,Hadalan
입은거야,I wear it
여분,redundancy
유효한,valid
땅돼지,Land
배우라고,To be an actor
듣기로,Listening
별로에요,Not not
찍으세요,Take a picture
딛고,Step
생검을,Biopsy
영어도,English
목에서,On the neck
사제의,Priest
과거에서,In the past
다뤄요,With
이외에,Besides
구축함이,Destroyer
분만을,Delivery
믿겨지지,Unbelievable
이새끼,이새끼
공포영화,Horror movie
조명탄,Flaring
리처드의,Richard
악몽도,Nightmare
철이야,It's iron
화장도,Makeup
마커스가,Marcus
받았잖아요,I got it
하시지요,Do it
인턴에,Internship
마흔,forty
찾아왔죠,I came
집세도,Rent
사라져야,It must disappear
뿐예요,Only
슈레더,Shroader
함장님께,To the captain
상처야,Wound
원하십니까,Do you want
모양이니,It is the shape
부수는,Crushed
난데없이,Nowadays
있는지만,Alive
하셨다고,I did it
해치울,Hatchul
허어,Horde
납,lead
내려놔라,Put it down
맞군,Right
정신차려요,Wake up
어처구니,Ridiculous
앨리스가,Alice
에드워드는,Edward
모욕하지,Insult
푸드,food
마리온,Marion
갖고있지,I have it
살짝만,Slightly
몇명이,Some
넣었다,Put it in
형부,Brother-in-law
큰지,Big
통과해서,Through
협곡을,Canyon
요구한다,Demand
불려요,Called
톰과,Tom
벗어나요,Get off
없앤,Eliminated
나타났지,Appeared
지혜로운,Wise
콘스탄스,Constance
오드리가,Audriga
교훈은,The lesson
아니라며,Not
보였지만,I saw it
떠들지,No talk
옥타비아누스의,Octavinus
정보라도,Even in the information
자만이,Pride
인간으로서,As a human
나였다면,If it was me
회수,collect
코너에서,In the corner
작정이야,It's a work
스타킹,Stockings
조종사를,Pilot
티비에,TV
확인해봐야,Check it
관점으로,From a point of view
바쁘거든요,I'm busy
이동해요,Move
살해했다고,I was killed
메마른,barren
되돌리는,Reverse
증명이,Proof
자로,Man
싫음,disgust
영수증을,Receipt
싶은거죠,I want to
갉아먹는,Gnawy
동정,Sympathy
8주,8 weeks
감염자들이,Infected people
석방,release
버텼어,Touching
방패를,Shield
다가온다,Come to
하셨습니까,Did you do it
지혜,wisdom
포위,environment
약혼자를,Honor
여자애들을,Girls
홀을,Hall
안에서만,Only in
길이었어,It was the way
호주의,Australian
던져버릴,Throw away
허튼소리,Crop
없겠는데요,There is no
가자마자,As soon as
어쩌길,What about
죄악은,Sin is
의사로서의,Doctor
연어,salmon
사업이야,It's a business
보라지,Purple
놓아야,Should be placed
행복할거야,I will be happy
얘기해보세요,Talk
고등,high
배웅해,Seeing off
울려서,Rang
상담사,Counselor
선수입니다,I am a player
새기고,Engraved
충분,enough
드리기,Giving
탈출했어,Escape
26일,26 days
저주의,Curse
맹목적으로,Blindly
말할께,I'll tell you
생산적인,Productive
찾았으니,I found it
것일까요,Is it
유튜브,youtube
배제,exclusion
삼각형,triangle
하쇼,Hasho
학교나,School
의심치,Doubt
미리엄,Mirium
동영상이,Video
도와야죠,I have to help
멀게,Far
유언을,Testament
얼간이처럼,Like a nerd
구획,compartment
잠들고,Fall asleep
있었을때,When it was
싸그리,Sarre
한테도,To
그분과,With him
증오와,Hate and
마주하게,Face -to -face
추적해서,Track
바래야죠,I have to hope
지어준,Built
신상에,On
감아요,I wind it up
오말,Mischief
극장이,Theater
리비,Livi
말이세요,Speak
하는동안,While doing
기다려줄래,Can you wait
비영리,Non -profit
마약상이,Drug
여기나,Here
드로이드가,Droids
찾았답니다,I found it
통제해,Control
미워서,I hate it
들어가도록,To enter
트라우마가,Trauma
새벽이,Dawn
집이라,Home
역의,Reverse
사모님은,My wife
처남,Brother -in -law
5주,5 weeks
아파치,Apache
간단하죠,It's simple
뭔가의,Something
알도,Aldo
기간은,The period
사용자,user
옛날로,Old
잘생겼어,Handsome
버텨야,I have to stand
척할,Pretend to be
내려도,Even if you get off
찾기는,Finding
되든지,Or
샴푸,shampoo
불구로,In spite of
장기는,Organs
해내야,I have to do it
죄수들을,Prisoners
배우들,Actors
에피소드,episode
견뎌야,Must endure
의역이,Paraphrase
바이킹이,Viking
보여드릴까요,Would you like to show you
이겨내고,Overcome
슬픔의,Sorrowful
연말,Year-end
겨드랑이,armpit
않는거에요,Not
하시는데요,I do it
존재해요,It exists
일하니까,Because I work
주는군,Giving
생존하는,Surviving
밝힌,Revealed
2주일,2 weeks
수표가,Checker
찬성하는,In favor of
초코,Choco
맞길,Right -hand
어렵진,Troubled
집도를,House road
아빠한테서,To Dad
투하,throwing down
디너,Dinner
걷네,Walk
얇게,thin
되더라고,It was
선지자,Prophet
타일러가,Tyler
정통,legitimacy
불편해요,Uncomfortable
로난이,Ronan
안락한,comfortable
원하기,Desire
되도,Even
곰곰이,Well
애설울프,Ashwolf
유로,Euro
깎아,Cutting
종신,Life
형편없어요,Targe
쏘는거야,Shooting
있던거죠,It was there
남편이나,Husband or
젠슨,Jensen
임신하고,Pregnant
성하는,Sexual
끝나죠,It's over
아닙니다만,No
별로였어요,It was not good
않으며,Not
잃었잖아,I lost
않는건,Not
크립토나이트,Cryptonite
악독한,Vicious
샘의,Fountain
말해보시죠,Tell me
4번이나,4 times
속이기,spoof
가비리아가,Gabyriaga
날이라,Day
로마인들이,Romans
작살을,Harpoon
여기만,Here
리차드는,Richard
합의한,Agreement
언제부터요,From when
오스왈드다,Oswald
수축기,Systolic
철철,Iron iron
정신의,Mental
시간째,Time
사람들과는,With
순간들,Moments
울타리가,The fence
것뿐,Just
불구가,Crippled
그레이스에,Grace
죽기는,Dying
대기중입니다,Waiting
유형의,Type
일이냐고,Is it work
지당하신,Rich
이마,forehead
경쟁할,Competitive
냉정하게,Calmly
원하잖아요,I want it
소유권을,Ownership
동원해,Mobilization
지체,retard
진정시키고,Calm
교황께서,Pope
디자이너,designer
딱이죠,Perfect
거칠고,Rough
체스트,Chest
버렸는데,I abandoned it
주마리,Zumagi
낮고,Low
의원의,Parliamentary
전등이,Lamp
죽여주는,Killing
문만,Gate
모일,Gathering
외쳐,Shout
쫄아서,Eagerly
이라면,If it is
소리인지,Sound
무늬가,Pattern
사랑한다고요,I love you
저거봐,Look at that
마누라도,My wife
권력은,Power
촉이,Nib
거짓말까지,Lying
걔에,On her
들리지만,I can hear it
돌아올지도,It may be back
얘기하시죠,Tell me
이빌,Lee Bill
말끔히,Neatly
코트가,Coat
리카르도,Ricardo
사이지,Saitage
가줄래,I want to
100야드,100 yards
보호막이,Shield
대사관으로,As an embassy
공룡은,Dinosaur
이엔,EN
저기에서,There
분명한건,Clearly
추호도,Hohodo
치유를,Healing
전화번호는,The phone number is
알게되겠지,You will know
30명,30 people
자아가,Ego
속여서,In cheat
걱정하기,Worrying
근심이,Worrying
시궁창,Gutter
처리하려고,To handle
없어지기,Disappearance
문이요,The door
만나봐요,Meet
드리러,To give you
숨으려고,To hide
국경에,On the border
저녁때,evening
잠꾸러기,Sleepyhead
유럽을,Europe
짓이오,Judge
마틴을,Martin
했으나,But
갈비뼈가,Ribs
오타,typo
홍콩에서,In Hong Kong
깃든,Diligent
듣고싶지,I want to hear
한사람,One
진탕,concussion
단백질이,Protein
모른다니까요,I don't know
헬로우,Hello
현찰,cash
배포자유,Freedom
하셨고,I did it
다녔잖아,I went
살래요,I want to live
후방에,Backward
이식한,Transplanted
칼리오피,Kali Office
쏘아,Shooting
꺼내줄,Get out
충동,impulse
앞뒤,Back and forth
모아둔,Collected
계셨어,He was
매복,ambush
영문을,English
씹어,Chew
뼛속까지,In the ear
넣어둬,Leave it
해로운,harmful
목장을,Ranch
포드의,Ford
꼭대기에서,At the top
누구인지는,Who is
등록증,Registration
수집한,Collected
말씀으로는,In the Word
약혼녀,fiancee
남잔데,Nanzan
어쩌고저쩌고,blah blah
전화해야겠어,I have to call
알았네요,Okay
전화해줘서,Call me
이끌게,Led
원합니까,Want
조로,premature birth
시간대에,In the time zone
끊겼다,Broken
천장을,Ceiling
지으며,Built
허비하고,Waste
짓입니까,Is it
아닌가봐,Maybe not
보십쇼,Bodhisattva
배우들은,The actors
싶었네,I wanted to
저리가요,go away
닥터다,Doctor
스케줄에,On schedule
죽었다구요,You are dead
잘해라,Good good
창녀들이,The prostitutes
개빈,Gabbin
아니였지,It was not
석방하라,Release
신두의,Sindu
척척,Chuck
주기를,Cycle
맨하탄,Manhattan
스펜서는,Spencer
이대로가,Go
손수건,handkerchief
이니,In
고난을,Suffering
백이,White
행동이에요,It's action
뭐하냐고,What are you doing
인도로,In India
기도하러,To pray
다스탄,Dastan
그거잖아,That's it
맛있고,Delicious
마녀들은,Witches
성형,plastic surgery
트랙을,Track
소립니까,Is it small
때문이라면,If it is because
어떻겠소,What should I do
한공주,Princess
좋았네,It was good
딱총나무,Tag
부분이죠,It's part
탐정이,Detective
역이,Station
스웨거를,Swagger
고맙긴요,Thank you
터널은,Tunnel
지상으로,On earth
침입할,Infringement
막기위해,To stop
프랑스인,French person
이벤트,event
구멍에서,In the hole
고속도로로,On the highway
가족중에,Among the family
얻었는데,I got it
슬림,slim
언론에서,In the media
세리,Ceremony
기쁨과,Joy and
억지,Forced
슈퍼맨의,Superman
안할래요,I don't want to do it
개들은,Dogs
자유다,Freed
벼룩,flea
아들이죠,Son
서장이,Chief
하고싶어요,want to do
다루는지,Dealing
작년에도,Last year
있나보군,I guess you are
인생아,Life
8명이,8 people
우리가요,We are
세스의,Semifinal
훔쳤는데,I stole it
논쟁이,Debate
불러내서,Call
할렘스,Harlem
필요하겠지,I need it
하신다고,You say
해봐서,I tried
안정화,stabilization
뒤질,Backing
요양원,nursing home
따라다닐,Follow -up
보수도,Conservative
세븐,seven
범죄자로,As a criminal
진짜다,Really
사라졌네요,It's gone
되니깐,So
경로는,The path
딱이지,Perfect
보았죠,I saw it
되돌아가,Go back
타깃을,Target
보고요,See
좀비들을,Zombies
거북이를,Turtle
바꾸죠,I change it
사귀던,Dating
발걸음,footfall
가져왔네,I brought it
기도해주소서,Prayer
세탁기에,On the washing machine
줬다는,Given me
왼쪽이야,It's left
속으로는,Inwardly
찾았으면,If you found it
턴,Turn
해질,Sunset
까짓거,Duck
안쓰는,Unused
자동적으로,automatic
직역,literal translation
까나리야,Canary
생기죠,It occurs
능력있는,Powerful
뒷쪽에,Backward
볼땐,When
빚도,Debt
알아보러,To find out
위버,Weaver
태치가,Tanger
수술이라고,Surgery
잘라내야,Cut off
리모컨,remote
바라게,Desire
실리콘,silicon
수수께끼야,Mystery
1이,1
땀도,Sweat
받아들이렴,Accept
명이에요,I am
오프라인,offline
넘겨주면,If you pass it
일말의,End
세금은,Taxes
센터로,Center
모양은,The shape
삼엄한,Tough
정보원에,In the information source
마크홀릭,Markholic
마그다,Grab
탐험,adventure
자빠졌네,Sleeping
화창한,sunny
안한게,Not
줬지만,I gave it
있냐구,Is there?
패키지,package
클로다,Cloak
떠나진,Left -handed
일이었는지,Was it work
실수입니다,This is a mistake
뒀다,Leave it
느껴져서,I feel it
말하더라,Spoke
통제실,Control room
찌꺼기,leftover
마이갓,My God
라지가,Large
거금을,The money
일주일을,A week
못할거예요,I can't do it
더해서,In addition
다수가,Many
탄생한,Birth
않았냐,Not
로리타,Lorita
열려라,Open
직원들의,Staff
생일도,Birthday
광부,mine worker
방송할,Broadcasting
전기는,Electricity is
양심,Conscience
스무디,smoothie
동틀,Dynamic
긁고,Scratch
케빈의,Kevin
괴사,Necrosis
거로군요,That's true
베일리도,Bailey
원한게,Wet
따라라,Follow
강가에서,On the river
나무들을,Trees
모르겠다구요,I don't know
직감,intuition
전문적으로,Professionally
엘리자베스의,Elizabetian
돈이라면,If it is money
믿음으로,By faith
살이니,Is it flesh
내기할까,Should I bet
혈액검사,Blood test
생각했는지,I thought
목숨까지,To life
오늘날의,Today's
결혼의,Marriage
밝아,Bright
꿨는데,I had
가줬으면,I would like to
멀었어요,It was far
얘기하면서,While talking
3일동안,For 3 days
모텔에서,In the motel
링컨을,Lincoln
교도소를,Prison
도망치려고,To run away
낙하산을,Parachute
죽은건,The dead
명성에,Reputation
복장이,Dress
알고있나,Do you know
도와줘야해,I have to help
끝장이에요,It's the end
설리반,Sullivan
허긴,Hungry
몰랐었어,I didn't know
요게,Yo
총상이,Gunshot
직감은,Intuitive
주셔도,Even
엄마보다,Than mom
범죄자는,Criminals
나셨네,You are
걷다가,Walking
산더미처럼,Like a pile
창피를,Embarrassing
씨죠,Mr.
마시려고,To drink
율리우스,Julius
구호,Aid
조금은요,A little
피예요,Blood
엔젤,Angel
피닉스,Phoenix
빌은,Billy
컨벤션,convention
준태,Jun -tae
맞지요,Right
접속이,Connection
억조,Tendency
신이라고,God
루피오가,Lupio
의미의,Significant
살려둔,Saved
애착을,Attachment
다니다가,I go around
전해달래,Soothe
찾았다면,If you found it
건줄,Lines
고려해서,In consideration
형만,Brother -in -law
나가셔야,Get out
알았습니까,Okay
밋첨,Meet
물어서,By
주니,Juni
아스가르드,Asgard
찬성합니다,I am in favor
그다음은,Then
끝나시면,When it's over
심폐,Cardiopulmonary
박살내,Smashed
c를,C
꼬맹이는,Tidy
젊은이는,Young people
협정,agreement
해드리겠습니다,I'll do it
알려드리고,Inform you
물랑,Water
서울에서,in Seoul
생각치,Thinking
해결이,Solution
자신이나,Self
대대적인,Massive
족족,Tribe
나가겠어,I will go out
여관,motel
한거군요,I did it
사람들아,People
말해봐라,Tell me
헤비급,Heavyweight
들어보라고,Listen
끌어들일,Pull
제인은,Jane
흉관,Thoracic
가져올께요,I'll bring it
잡히게,Caught
잃어도,Even if you lose
받기를,To receive
지내라,Be stay
에이미한테,To Amy
놀랍습니다,Amazing
주던,Dungeon
소용돌이,Swirl
우울증에,Depressed
머리속이,Head in the head
채로요,In
필요하십니까,Do you need
옥자,Jade
입장도,Admission
면에선,In cotton
요구되는,Required
브라질에서,In Brazil
스스로는,Themselves
상황이요,The situation
진단이,Diagnosis
그랜트가,Grant
마쳤어,Finished
해둬,Leave it
써줄,To write
울음소리,crying sound
통로는,The passage
요법,therapy
부수적인,Incidental
플래티넘,platinum
하얗게,White
임상실험에,In clinical trials
매거진,magazine
재주는,The talented
a를,A
박쥐다,Beat
만났네요,I met
자두,plum
아이입니다,I am a child
호감이,A crush
슬로언,Sloan
알마,Alma
감사는,Gratitude
그라니온,Granion
그만하자고,Let's stop
발랄한,youthful
데릴러,Dearler
배경을,Background
특별해요,Special
생각하시는군요,You are thinking
엄청나요,Is it amazing
저지할,To stop
구합니다,I see
약과,Medicine
폭발하는,Exploding
좋으시겠어요,It must be good
갈고리를,Hook
넣어둔,Put in
애길,Ae -gil
대형을,Large
어무이,Mu
하지말라고,Stop
얻었다고,I got it
주치의를,Physician
야생의,Wild
모르길,I don't know
수어사이드,Suicide
기자는,Reporters
재밌구나,It's fun
발코니에서,On the balcony
뻔했다고,It was obvious
울보,crybaby
드려야죠,I have to give it
파괴해,Destroy
캐나다로,Canada
망명을,Exile
마리에,Marie
아내분을,My wife
아니어서,Not
뭐하는거예요,What are you doing
톱을,Top
사마,sir
아래까지,Below
급,class
이야기들,Stories
믹스,Mix
아사드,Assad
가르쳐주고,Teach me
그렇대,Yes
조리,cook
세인트클레어,St. Claire
기독교인,Christian
저승,hell
만들었단다,I made it
광범위하게,Extensively
그렇겠네요,That's right
티아나를,Tiana
출발이,Departure
데려왔잖아,I brought it
말썽이,Troublesome
성령이,Holy Spirit
보이거든요,I can see it
스타라이트,Starlight
제시한,Presented
시작할게,I'll start
떨어뜨리지,Dropping
신체는,The body is
결과입니다,The result
조르고,Zorigo
체온은,The body temperature is
촬영장에서,At the shooting site
이거보다,Overwhelm
알고리즘을,Algorithm
닥터는,Doctor
다됐어,It's done
문제네요,It's a problem
확신에,Convinced
도와주십시오,Please help
추락할,Fall
도와줘라,Help me
전통은,Tradition
말할려고,To say
쉬셔야,Should rest
중이지만,Although
실체를,Reality
7백만,7 million
보수를,Remuneration
걔와,With her
이래선,Lee Yong -sun
5년동안,5 years
거짓이야,False
톤,ton
부자야,Rich man
별론데,Not separate
알만한,Knowing
농담이었어요,It was a joke
적혀있지,It is written
어머머,Oh my mother
날이요,Day
보내줬어,I sent it
꿀꺽,gulp
30분만,30 minutes
없겠니,Is there not
없다는건,No
싫어하거든요,I hate it
배낭,backpack
데려오세요,Bring
임시로,temporarily
페랄타,Peralta
용서해다오,Forgive me
오버하는,Over
그러겠다,I will
이자의,Interest
여론,public opinion
이탈리안,Italian
부브가,Bouberga
쪼끄만,Just
추정됩니다,Estimated
인조,synthetic
집어쳐요,Pick up
몇명을,Some
2년은,2 years
대령이요,Colonel
아리따운,Diligent
돈이라도,Even
통제력을,Control
살잖아요,You live
도미노,Domino
수행하고,Perform
만남은,Meeting
가르쳤어요,I taught
방자야,Bangja
아버님과,With my father
싶다네,I want to
다가와서,Approaching
패배자,Loser
질주,gallop
시적인,Poetic
좋아한다구,I like it
행동의,Behavioral
년전에,Yearly
수감자가,Prisoner
유해,harmfulness
이별을,Parting
매너가,Manners
씹고,Chew
기대서,Lean
멋있었어,It was cool
사형이,Death
페페스,Pepise
제니와,Jenny and
손가락도,Fingers
테이스티,Tasty
사람이라고요,It's a person
때라면,When
문서가,Document
경찰이라고,Police
달러도,Dollar
합동,consolidation
캐시는,Cache
디저트를,Dessert
일어나렴,Wake up
돌아가야해,I have to go back
가명을,Pseudonym
나누죠,Sharing
일부분이,Part
신기하네,that's interesting
못한거야,It's not
박았어요,I put it
앉았어요,I sat down
맞았으면,If it was right
대피소,Shelter
악기를,Musical instrument
동원해서,Mobilized
일이군요,It's work
플레이어가,Player
점령,Occupation
아무하고나,I do it
증오하는,Hateful
친히,By the way
영광이야,Glory
오역이,Memorial
말해주시죠,Tell me
이름까지,Names
밥맛,Appetite
존재지,Existence
악화될,Worsening
라던지,Or
만들어졌어,It was made
숙취,hangover
상황이라면,In the situation
긴장할,Tense
푸시업,Push -up
어딨습니까,Where is it
오게나,Ogena
선전,propaganda
여성분,Woman
아저씨야,Uncle
경고했잖아,I warned
타이타닉,Titanic
유전체,dielectric
쇼크가,Shocker
와있어,Come
지하철에서,On the subway
감방으로,Prison
30년이나,30 years
가방도,Bag
테일러의,Taylor
미친짓이에요,It's crazy
죽게될거야,You will die
